###############
A7,A6,A5,A4,A3,A2,A1,A0,C,Z,EQ,NEG,OVR,SWP,IRQ,ENABLE,REGA-EIN,REGA-EOUT,REGB-EIN,REGB-EOUT,REGC-EIN,REGC-EOUT,REGS1-EIN,REGS1-EOUT,REGS2-EIN,REGS2-EOUT,REGF1-EIN,REGF1-EOUT,REGF2-EIN,REGF2-EOUT,PC-EIN,ROM-EDOUT,MEM-EIN,MEM-EOUT,MEMAL-EIN,MEMAH-EIN,STK-EOUT,ROM-EAOUT,PC-EOUT,RST,S3,S2,S1,S0,P2,P1,P0,PG,IV-EIN,IV-EOUT,SPARE1,SPARE2,SPARE3,SPARE4,INC,HALT
0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0         ,0        ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  43 - UNUSED
0 ,0 ,1 ,0 ,1 ,0 ,1 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0         ,0        ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  44 - UNUSED
0 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0         ,0        ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  45 - UNUSED
0 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0         ,0        ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  46 - UNUSED
0 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0         ,0        ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  47 - UNUSED
0 ,0 ,1 ,0 ,1 ,1 ,1 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0         ,0        ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0

###############
A7,A6,A5,A4,A3,A2,A1,A0,C,Z,EQ,NEG,OVR,SWP,IRQ,ENABLE,REGA-EIN,REGA-EOUT,REGB-EIN,REGB-EOUT,REGC-EIN,REGC-EOUT,REGS1-EIN,REGS1-EOUT,REGS2-EIN,REGS2-EOUT,REGF1-EIN,REGF1-EOUT,REGF2-EIN,REGF2-EOUT,PC-EIN,ROM-EDOUT,MEM-EIN,MEM-EOUT,MEMAL-EIN,MEMAH-EIN,STK-EOUT,ROM-EAOUT,PC-EOUT,RST,S3,S2,S1,S0,P2,P1,P0,PG,IV-EIN,IV-EOUT,SPARE1,SPARE2,SPARE3,SPARE4,INC,HALT
#  48 - MOV A,PC
0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,1        ,0       ,0        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,1     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  49 - MOV A,MEM
0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,1        ,0       ,0        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,1      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  50 - MOV A,MEMAL
0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,1        ,0       ,0        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,1        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  51 - MOV A,MEMAH
0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,1        ,0       ,0        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,1        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  52 - MOV A,B
0 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,1        ,1       ,0        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  53 - MOV A,S1
0 ,0 ,1 ,1 ,0 ,1 ,0 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,1        ,0       ,0        ,0       ,0        ,1        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  54 - MOV A,S2
0 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,1        ,0       ,0        ,0       ,0        ,0        ,0         ,1        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  55 - MOV A,IV
0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  56 - UNUSED
0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0         ,0        ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  57 - UNUSED
0 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0         ,0        ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  58 - UNUSED
0 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0         ,0        ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  59 - UNUSED
0 ,0 ,1 ,1 ,1 ,0 ,1 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0         ,0        ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  60 - UNUSED
0 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0         ,0        ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  61 - UNUSED
0 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0         ,0        ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  62 - UNUSED
0 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0         ,0        ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  63 - UNUSED
0 ,0 ,1 ,1 ,1 ,1 ,1 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0         ,0        ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0

###############
A7,A6,A5,A4,A3,A2,A1,A0,C,Z,EQ,NEG,OVR,SWP,IRQ,ENABLE,REGA-EIN,REGA-EOUT,REGB-EIN,REGB-EOUT,REGC-EIN,REGC-EOUT,REGS1-EIN,REGS1-EOUT,REGS2-EIN,REGS2-EOUT,REGF1-EIN,REGF1-EOUT,REGF2-EIN,REGF2-EOUT,PC-EIN,ROM-EDOUT,MEM-EIN,MEM-EOUT,MEMAL-EIN,MEMAH-EIN,STK-EOUT,ROM-EAOUT,PC-EOUT,RST,S3,S2,S1,S0,P2,P1,P0,PG,IV-EIN,IV-EOUT,SPARE1,SPARE2,SPARE3,SPARE4,INC,HALT
#  64 - MOV B,PC
0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,0 ,0 ,0   ,0  ,0  ,1     ,0       ,0        ,0       ,1        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,1     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  65 - MOV B,MEM
0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,1        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,1      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  66 - MOV B,ML
0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,1        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,1        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  67 - MOV B,MH
0, 1 ,0 ,0 ,0 ,0 ,1 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,1        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,1        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  68 - MOV B,A
0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,1       ,0        ,0       ,1        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  69 - MOV B,S1
0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,1        ,0       ,0        ,1        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  70 - MOV B,S2
0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,1        ,0       ,0        ,0        ,0         ,1        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  71 - MOV B,IV
0 ,1 ,0 ,0 ,0 ,1 ,1 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,1        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  72 - MOV C,PC
0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,1     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  73 - MOV C,MEM
0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,1      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  74 - MOV C,ML
0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,1        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  75 - MOV C,MH
0 ,1 ,0 ,0 ,1 ,0 ,1 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,1        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  76 - MOV C,A
0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,1       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  77 - MOV C,S1
0 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,1        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  78 - MOV C,S2
0 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,1        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  79 - MOV C,IV
0 ,1 ,0 ,0 ,1 ,1 ,1 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0

###############
A7,A6,A5,A4,A3,A2,A1,A0,C,Z,EQ,NEG,OVR,SWP,IRQ,ENABLE,REGA-EIN,REGA-EOUT,REGB-EIN,REGB-EOUT,REGC-EIN,REGC-EOUT,REGS1-EIN,REGS1-EOUT,REGS2-EIN,REGS2-EOUT,REGF1-EIN,REGF1-EOUT,REGF2-EIN,REGF2-EOUT,PC-EIN,ROM-EDOUT,MEM-EIN,MEM-EOUT,MEMAL-EIN,MEMAH-EIN,STK-EOUT,ROM-EAOUT,PC-EOUT,RST,S3,S2,S1,S0,P2,P1,P0,PG,IV-EIN,IV-EOUT,SPARE1,SPARE2,SPARE3,SPARE4,INC,HALT
#  80 - MOV PC,A
0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,1       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,1      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  81 - MOV PC,B
0 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,1       ,0        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,1      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  82 - MOV PC,M0(R)
0 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,1      ,0       ,0        ,0        ,0       ,1        ,1      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  83 - MOV M0(R),PC
0 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,1     ,0        ,0      ,1       ,0        ,0        ,0       ,1        ,0      ,0  ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  84 - UNUSED
0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  85 - UNUSED
0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  86 - UNUSED
0 ,1 ,0 ,1 ,0 ,1 ,1 ,0 ,0,0,0 ,0  ,0  ,0  ,0  ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  87 - UNUSED
0 ,1 ,0 ,1 ,0 ,1 ,1 ,1 ,0,0,0 ,0 ,0  ,0  ,0   ,1     ,0       ,0        ,0       ,0        ,0       ,0        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,0      ,0       ,0        ,0        ,0       ,0        ,0      ,0  ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  88 - MOV C,M0(R)
0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0,0,0 ,0 ,0 ,0   ,0   ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,1      ,0       ,0        ,0        ,0       ,1        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  89 - MOV C,M1(R)
0 ,1 ,0 ,1 ,1 ,0 ,0 ,1 ,0,0,0 ,0 ,0  ,0  ,0   ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,1      ,0       ,0        ,0        ,0       ,1        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  90 - MOV C,M2(R)
0 ,1 ,0 ,1 ,1 ,0 ,1 ,0 ,0,0,0 ,0 ,0  ,0  ,0   ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,1      ,0       ,0        ,0        ,0       ,1        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  91 - MOV C,M3(R)
0 ,1 ,0 ,1 ,1 ,0 ,1 ,1 ,0,0,0 ,0 ,0  ,0  ,0   ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,1      ,0       ,0        ,0        ,0       ,1        ,0      ,0  ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,1 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  92 - MOV C,M4(R)
0 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0,0,0 ,0 ,0  ,0  ,0   ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,1      ,0       ,0        ,0        ,0       ,1        ,0      ,0  ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  93 - MOV C,M5(R)
0 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,0,0,0 ,0 ,0  ,0  ,0   ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,1      ,0       ,0        ,0        ,0       ,1        ,0      ,0  ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  94 - MOV C,M6(R)
0 ,1 ,0 ,1 ,1 ,1 ,1 ,0 ,0,0,0 ,0 ,0  ,0  ,0   ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,1      ,0       ,0        ,0        ,0       ,1        ,0      ,0  ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,1 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0
#  95 - MOV C,M7(R)
0 ,1 ,0 ,1 ,1 ,1 ,1 ,1 ,0,0,0 ,0 ,0  ,0  ,0   ,1     ,0       ,0        ,0       ,0        ,0       ,1        ,0        ,0         ,0        ,0         ,0        ,0         ,0        ,0         ,0     ,0        ,1      ,0       ,0        ,0        ,0       ,1        ,0      ,0  ,0 ,0 ,0 ,1 ,1 ,1 ,1, 1 ,0     ,0      ,0     ,0     ,0     ,0     ,0  ,0

###############
